"","Ngày","Địa chỉ","Quận","Huyện","Loại hình nhà ở","Giấy tờ pháp lý","Số tầng","Số phòng ngủ","Diện tích","Dài","Rộng","Giá/m2"
"7050",2021-06-05,"Đường Tố Hữu, Phường La Khê, Quận Hà Đông, Hà Nội","Quận Hà Đông","Phường La Khê","Nhà biệt thự","Đang chờ sổ",4,"6 phòng","162 m²","18 m","9 m","55,56 triệu/m²"
"7051",2021-06-05,"Đường Yên Lãng, Phường Trung Liệt, Quận Đống Đa, Hà Nội","Quận Đống Đa","Phường Trung Liệt","Nhà mặt phố, mặt tiền","Đã có sổ",4,"4 phòng","54 m²","13 m","4 m","105,56 triệu/m²"
"7052",2021-06-05,"Đường Nguyễn Chí Thanh, Phường Liễu Giai, Quận Ba Đình, Hà Nội","Quận Ba Đình","Phường Liễu Giai","Nhà ngõ, hẻm","Đã có sổ",3,"3 phòng","42 m²","11 m","3 m","107,14 triệu/m²"
"7053",2021-06-05,"Đường Bưởi, Phường Quan Hoa, Quận Cầu Giấy, Hà Nội","Quận Cầu Giấy","Phường Quan Hoa","Nhà ngõ, hẻm","Đã có sổ",5,"3 phòng","42 m²","10 m","3 m","83,33 triệu/m²"
"7054",2021-06-05,"56, Đường Ngụy Như Kon Tum, Phường Thanh Xuân Trung, Quận Thanh Xuân, Hà Nội","Quận Thanh Xuân","Phường Thanh Xuân Trung","Nhà biệt thự","Đã có sổ",4,"3 phòng","150 m²","15 m","10 m","206,67 triệu/m²"
"7055",2021-06-05,"Đường Nhân Mỹ, Phường Mỹ Đình 1, Quận Nam Từ Liêm, Hà Nội","Quận Nam Từ Liêm","Phường Mỹ Đình 1","Nhà ngõ, hẻm","Đã có sổ",5,"4 phòng","33 m²","11 m","3 m","78,79 triệu/m²"
"7057",2021-06-05,"Đường Lĩnh Nam, Phường Trần Phú, Quận Hoàng Mai, Hà Nội","Quận Hoàng Mai","Phường Trần Phú","Nhà mặt phố, mặt tiền","Giấy tờ khác",1,"1 phòng","36 m²","8.5 m","4.2 m","61,11 triệu/m²"
"7059",2021-06-05,"Đường Dương Quảng Hàm, Phường Quan Hoa, Quận Cầu Giấy, Hà Nội","Quận Cầu Giấy","Phường Quan Hoa","Nhà ngõ, hẻm","Đã có sổ",5,"4 phòng","50 m²","8 m","6 m","116 triệu/m²"
"7060",2021-06-05,"Đường Thụy Khuê, Phường Thụy Khuê, Quận Tây Hồ, Hà Nội","Quận Tây Hồ","Phường Thụy Khuê","Nhà mặt phố, mặt tiền","Đã có sổ",6,"4 phòng","22 m²","7 m","3 m","190,91 triệu/m²"
"7061",2021-06-05,"Đường Ngô Sĩ Liên, Phường Văn Miếu, Quận Đống Đa, Hà Nội","Quận Đống Đa","Phường Văn Miếu","Nhà ngõ, hẻm","Đã có sổ",3,"3 phòng","42 m²","8 m","5 m","70,95 triệu/m²"
"7062",2021-06-05,"Đường Thụy Khuê, Phường Thụy Khuê, Quận Tây Hồ, Hà Nội","Quận Tây Hồ","Phường Thụy Khuê","Nhà ngõ, hẻm","Đã có sổ",3,"2 phòng","26 m²","7 m","3 m","96,15 triệu/m²"
"7063",2021-06-05,"3, Đường Đội Cấn, Phường Cống Vị, Quận Ba Đình, Hà Nội","Quận Ba Đình","Phường Cống Vị","Nhà phố liền kề","Đã có sổ",4,"4 phòng","50 m²","12 m","4 m","116 triệu/m²"
"7064",2021-06-05,"Đường Thụy Khuê, Phường Cống Vị, Quận Ba Đình, Hà Nội","Quận Ba Đình","Phường Cống Vị","Nhà ngõ, hẻm","Đã có sổ",5,"4 phòng","48 m²","13 m","3.8 m","118,75 triệu/m²"
"7065",2021-06-05,"Đường Trần Hữu Dực, Phường Phương Canh, Quận Nam Từ Liêm, Hà Nội","Quận Nam Từ Liêm","Phường Phương Canh","Nhà ngõ, hẻm","Đã có sổ",4,"3 phòng","30 m²","7 m","4 m","80 triệu/m²"
"7066",2021-06-05,"Đường Nhân Hòa, Phường Nhân Chính, Quận Thanh Xuân, Hà Nội","Quận Thanh Xuân","Phường Nhân Chính","Nhà ngõ, hẻm","Đã có sổ",4,"3 phòng","39 m²","10 m","3 m","76,92 triệu/m²"
"7067",2021-06-05,"Đường Ngọc Lâm, Phường Bồ Đề, Quận Long Biên, Hà Nội","Quận Long Biên","Phường Bồ Đề","Nhà mặt phố, mặt tiền","Đã có sổ",4,"4 phòng","70 m²","14 m","5 m","90 triệu/m²"
"7068",2021-06-05,"Ngõ 2 Cầu Dậu, Đường Vành Đai 3, Phường Đại Kim, Quận Hoàng Mai, Hà Nội","Quận Hoàng Mai","Phường Đại Kim","Nhà ngõ, hẻm","Giấy tờ khác",1,"1 phòng","17 m²","6 m","3 m","20,59 triệu/m²"
"7069",2021-06-05,"29, Đường Hàng Giấy, Phường Đồng Xuân, Quận Hoàn Kiếm, Hà Nội","Quận Hoàn Kiếm","Phường Đồng Xuân","Nhà ngõ, hẻm","Đã có sổ",1,"1 phòng","55 m²","10 m","4 m","69,09 triệu/m²"
"7070",2021-06-05,"Đường Ngô Gia Tự, Phường Đức Giang, Quận Long Biên, Hà Nội","Quận Long Biên","Phường Đức Giang","Nhà phố liền kề","Đã có sổ",4,"4 phòng","82 m²","14 m","5 m","97,56 triệu/m²"
"7071",2021-06-05,"phố tôn đức thắng, Phường Văn Miếu, Quận Đống Đa, Hà Nội","Quận Đống Đa","Phường Văn Miếu","Nhà ngõ, hẻm","Đã có sổ",5,"4 phòng","45 m²","10 m","4.5 m","117,78 triệu/m²"
"7072",2021-06-05,"Đường Kim Mã, Phường Kim Mã, Quận Ba Đình, Hà Nội","Quận Ba Đình","Phường Kim Mã","Nhà ngõ, hẻm","Đã có sổ",5,"3 phòng","20 m²","63 m","4 m","135 triệu/m²"
"7073",2021-06-05,"Đường Vĩnh Hưng, Phường Lĩnh Nam, Quận Hoàng Mai, Hà Nội","Quận Hoàng Mai","Phường Lĩnh Nam","Nhà mặt phố, mặt tiền","Đã có sổ",5,"3 phòng","30 m²","11 m","3.3 m","83,33 triệu/m²"
"7074",2021-06-05,"Đường Kim Hoa, Phường Kim Liên, Quận Đống Đa, Hà Nội","Quận Đống Đa","Phường Kim Liên","Nhà ngõ, hẻm","Đã có sổ",5,"3 phòng","30 m²","7 m","4 m","126,67 triệu/m²"
"7075",2021-06-05,"Đường Cầu Diễn, Phường Cầu Diễn, Quận Nam Từ Liêm, Hà Nội","Quận Nam Từ Liêm","Phường Cầu Diễn","Nhà ngõ, hẻm","Đã có sổ",5,"3 phòng","40 m²","8 m","5 m","75 triệu/m²"
"7076",2021-06-05,"lac long quân, Phường Xuân La, Quận Tây Hồ, Hà Nội","Quận Tây Hồ","Phường Xuân La","Nhà mặt phố, mặt tiền","Đã có sổ",5,"6 phòng","55 m²","12 m","4 m","236,36 triệu/m²"
"7077",2021-06-05,"Đường Hoàng Văn Thái||652, Phường Khương Trung, Quận Thanh Xuân, Hà Nội","Quận Thanh Xuân","Phường Khương Trung","Nhà ngõ, hẻm","Đã có sổ",4,"4 phòng","45 m²","11 m","4 m","102,22 triệu/m²"
"7078",2021-06-05,"Đường Yên Lạc, Phường Vĩnh Tuy, Quận Hai Bà Trưng, Hà Nội","Quận Hai Bà Trưng","Phường Vĩnh Tuy","Nhà ngõ, hẻm","Đã có sổ",6,"5 phòng","51 m²","13 m","4 m","160,78 triệu/m²"
"7079",2021-06-05,"20, Đường Vạn Phúc, Phường Vạn Phúc, Quận Hà Đông, Hà Nội","Quận Hà Đông","Phường Vạn Phúc","Nhà ngõ, hẻm","Đã có sổ",5,"4 phòng","30 m²","8 m","4 m","93,33 triệu/m²"
"7080",2021-06-05,"Đường Trần Bình, Phường Mai Dịch, Quận Cầu Giấy, Hà Nội","Quận Cầu Giấy","Phường Mai Dịch","Nhà mặt phố, mặt tiền","Đã có sổ",5,"5 phòng","55 m²","14 m","4 m","127,27 triệu/m²"
"7081",2021-06-05,"00, Đường Cổ Linh, Phường Long Biên, Quận Long Biên, Hà Nội","Quận Long Biên","Phường Long Biên","Nhà ngõ, hẻm","Đã có sổ",3,"4 phòng","70 m²","17.5 m","4 m","9,43 triệu/m²"
"7082",2021-06-05,"1, Đường Cổ Linh||1113, Phường Long Biên, Quận Long Biên, Hà Nội","Quận Long Biên","Phường Long Biên","Nhà phố liền kề","Đã có sổ",7,"8 phòng","80 m²","16 m","5 m","196.250 đ/m²"
"7083",2021-06-05,"Đường Mỹ Đình, Phường Mỹ Đình 1, Quận Nam Từ Liêm, Hà Nội","Quận Nam Từ Liêm","Phường Mỹ Đình 1","Nhà ngõ, hẻm","Đã có sổ",1,"3 phòng","72 m²","17 m","4 m","60,42 triệu/m²"
"7084",2021-06-05,"Đường Khương Trung, Phường Khương Trung, Quận Thanh Xuân, Hà Nội","Quận Thanh Xuân","Phường Khương Trung","Nhà ngõ, hẻm","Đã có sổ",4,"4 phòng","28 m²","5 m","6 m","80,36 triệu/m²"
"7085",2021-06-05,"Đường An Dương Vương, Phường Tứ Liên, Quận Tây Hồ, Hà Nội","Quận Tây Hồ","Phường Tứ Liên","Nhà biệt thự","Đã có sổ",5,"3 phòng","48 m²","6 m","8 m","131,25 triệu/m²"
"7086",2021-06-05,"Đường Cát Linh, Phường Cát Linh, Quận Đống Đa, Hà Nội","Quận Đống Đa","Phường Cát Linh","Nhà ngõ, hẻm","Đã có sổ",6,"5 phòng","23 m²","7 m","3.3 m","152,17 triệu/m²"
"7087",2021-06-05,"Đường Khương Đình, Phường Khương Đình, Quận Thanh Xuân, Hà Nội","Quận Thanh Xuân","Phường Khương Đình","Nhà ngõ, hẻm","Đã có sổ",5,"4 phòng","43 m²","10 m","4.5 m","88,37 triệu/m²"
"7088",2021-06-05,"Đường Khương Thượng, Phường Khương Thượng, Quận Đống Đa, Hà Nội","Quận Đống Đa","Phường Khương Thượng","Nhà mặt phố, mặt tiền","Đã có sổ",5,"4 phòng","40 m²","9 m","5 m","142,5 triệu/m²"
"7089",2021-06-05,"290, Đường Kim Mã, Phường Kim Mã, Quận Ba Đình, Hà Nội","Quận Ba Đình","Phường Kim Mã","Nhà mặt phố, mặt tiền","Đã có sổ",5,"3 phòng","25 m²","8 m","3 m","76 triệu/m²"
"7090",2021-06-05,"Đường Vương Thừa Vũ, Phường Khương Trung, Quận Thanh Xuân, Hà Nội","Quận Thanh Xuân","Phường Khương Trung","Nhà ngõ, hẻm","Đã có sổ",4,"4 phòng","50 m²","12 m","4 m","92 triệu/m²"
"7091",2021-06-05,"Đường Xã Đàn, Phường Ô Chợ Dừa, Quận Đống Đa, Hà Nội","Quận Đống Đa","Phường Ô Chợ Dừa","Nhà ngõ, hẻm","Đã có sổ",3,"2 phòng","46 m²","12 m","4 m","63,04 triệu/m²"
"7092",2021-06-05,"Đường Phạm Văn Đồng, Phường Cổ Nhuế 1, Quận Bắc Từ Liêm, Hà Nội","Quận Bắc Từ Liêm","Phường Cổ Nhuế 1","Nhà phố liền kề","Đã có sổ",1,"1 phòng","84 m²","11 m","8.2 m","83,33 triệu/m²"
"7093",2021-06-05,"642, Đường Bạch Đằng, Phường Bạch Đằng, Quận Hai Bà Trưng, Hà Nội","Quận Hai Bà Trưng","Phường Bạch Đằng","Nhà mặt phố, mặt tiền","Đã có sổ",2,"4 phòng","69 m²","14 m","49 m","108,7 triệu/m²"
"7094",2021-06-05,"Đường Võng Thị, Phường Bưởi, Quận Tây Hồ, Hà Nội","Quận Tây Hồ","Phường Bưởi","Nhà ngõ, hẻm","Đã có sổ",6,"4 phòng","45 m²","10 m","5 m","104,44 triệu/m²"
"7095",2021-06-05,"Đường Cổ Nhuế, Phường Cổ Nhuế 2, Quận Bắc Từ Liêm, Hà Nội","Quận Bắc Từ Liêm","Phường Cổ Nhuế 2","Nhà mặt phố, mặt tiền","Đã có sổ",5,"3 phòng","35 m²","10 m","3 m","78,57 triệu/m²"
"7096",2021-06-05,"Đường Chùa Bộc, Phường Quang Trung, Quận Đống Đa, Hà Nội","Quận Đống Đa","Phường Quang Trung","Nhà ngõ, hẻm","Đã có sổ",5,"6 phòng","55 m²","15 m","3 m","104,55 triệu/m²"
"7097",2021-06-05,"Đường Nguyễn Lân, Phường Phương Liệt, Quận Thanh Xuân, Hà Nội","Quận Thanh Xuân","Phường Phương Liệt","Nhà mặt phố, mặt tiền","Đã có sổ",5,"4 phòng","42 m²","12 m","3 m","173,81 triệu/m²"
"7098",2021-06-05,"Đường Lĩnh Nam, Phường Lĩnh Nam, Quận Hoàng Mai, Hà Nội","Quận Hoàng Mai","Phường Lĩnh Nam","Nhà ngõ, hẻm","Đã có sổ",4,"3 phòng","35 m²","7 m","4.6 m","62,86 triệu/m²"
"7099",2021-06-05,"KĐT Định Công, Phường Định Công, Quận Hoàng Mai, Hà Nội","Quận Hoàng Mai","Phường Định Công","Nhà ngõ, hẻm","Đã có sổ",5,"6 phòng","40 m²","10 m","4 m","148,75 triệu/m²"
"7100",2021-06-05,"Đường Đình Thôn, Phường Mỹ Đình 1, Quận Nam Từ Liêm, Hà Nội","Quận Nam Từ Liêm","Phường Mỹ Đình 1","Nhà mặt phố, mặt tiền","Đã có sổ",6,"8 phòng","41 m²","8 m","5 m","243,9 triệu/m²"
"7101",2021-06-05,"Đường Bạch Mai, Phường Bạch Mai, Quận Hai Bà Trưng, Hà Nội","Quận Hai Bà Trưng","Phường Bạch Mai","Nhà ngõ, hẻm","Đã có sổ",9,"8 phòng","135 m²","24 m","5.6 m","240,74 triệu/m²"
"7102",2021-06-05,"353/38/24, Đường An Dương Vương, Phường Phú Thượng, Quận Tây Hồ, Hà Nội","Quận Tây Hồ","Phường Phú Thượng","Nhà ngõ, hẻm","Đã có sổ",5,"4 phòng","54 m²","9 m","6 m","114,81 triệu/m²"
"7103",2021-06-05,"Đường Giáp Nhất, Phường Thanh Xuân Bắc, Quận Thanh Xuân, Hà Nội","Quận Thanh Xuân","Phường Thanh Xuân Bắc","Nhà ngõ, hẻm","Đã có sổ",6,"5 phòng","43 m²","15 m","3.7 m","153,49 triệu/m²"
"7104",2021-06-05,"Đường Mạc Thị Bưởi, Phường Vĩnh Tuy, Quận Hai Bà Trưng, Hà Nội","Quận Hai Bà Trưng","Phường Vĩnh Tuy","Nhà mặt phố, mặt tiền","Đã có sổ",1,"1 phòng","28 m²","7 m","4 m","75 triệu/m²"
"7105",2021-06-05,"Đường Hoàng Hoa Thám, Phường Cống Vị, Quận Ba Đình, Hà Nội","Quận Ba Đình","Phường Cống Vị","Nhà ngõ, hẻm","Đã có sổ",5,"6 phòng","43 m²","11 m","4 m","138,37 triệu/m²"
"7106",2021-06-05,"Đường Kim Ngưu, Phường Thanh Nhàn, Quận Hai Bà Trưng, Hà Nội","Quận Hai Bà Trưng","Phường Thanh Nhàn","Nhà ngõ, hẻm","Đã có sổ",4,"4 phòng","50 m²","10 m","5 m","70 triệu/m²"
"7107",2021-06-05,"Đường Trần Đại Nghĩa, Phường Bách Khoa, Quận Hai Bà Trưng, Hà Nội","Quận Hai Bà Trưng","Phường Bách Khoa","Nhà ngõ, hẻm","Đã có sổ",3,"3 phòng","56 m²","16 m","3 m","92,86 triệu/m²"
"7108",2021-06-05,"201, Phố Tân Mai, Phường Tân Mai, Quận Hoàng Mai, Hà Nội","Quận Hoàng Mai","Phường Tân Mai","Nhà ngõ, hẻm","Giấy tờ khác",2,"1 phòng","16 m²","3 m","5 m","28,13 triệu/m²"
"7109",2021-06-05,"Đường Hoàng Mai, Phường Hoàng Văn Thụ, Quận Hoàng Mai, Hà Nội","Quận Hoàng Mai","Phường Hoàng Văn Thụ","Nhà ngõ, hẻm","Đã có sổ",5,"8 phòng","55 m²","4 m","4 m","100 triệu/m²"
"7110",2021-06-05,"Đường Sở Thượng, Phường Yên Sở, Quận Hoàng Mai, Hà Nội","Quận Hoàng Mai","Phường Yên Sở","Nhà ngõ, hẻm","Đã có sổ",5,"3 phòng","36 m²","10.5 m","3.5 m","102,78 triệu/m²"
"7111",2021-06-05,"123, Đường Quan Hoa, Phường Trung Hoà, Quận Cầu Giấy, Hà Nội","Quận Cầu Giấy","Phường Trung Hoà","Nhà biệt thự","Đã có sổ",5,"5 phòng","52 m²","1500 m","390 m","101.307 đ/m²"
"7112",2021-06-05,"Đường Ngọc Thụy, Phường Ngọc Thụy, Quận Long Biên, Hà Nội","Quận Long Biên","Phường Ngọc Thụy","Nhà mặt phố, mặt tiền","Đã có sổ",2,"2 phòng","40 m²","13 m","3 m","137,5 triệu/m²"
"7113",2021-06-05,"Đường Hoàng Hoa Thám, Phường Cống Vị, Quận Ba Đình, Hà Nội","Quận Ba Đình","Phường Cống Vị","Nhà ngõ, hẻm","Đã có sổ",4,"3 phòng","20 m²","5 m","4 m","82,5 triệu/m²"
"7114",2021-06-05,"Đường Kim Giang, Phường Đại Kim, Quận Hoàng Mai, Hà Nội","Quận Hoàng Mai","Phường Đại Kim","Nhà ngõ, hẻm","Đã có sổ",5,"4 phòng","42 m²","11 m","4 m","91,67 triệu/m²"
"7115",2021-06-05,"Đường Tam Trinh, Phường Yên Sở, Quận Hoàng Mai, Hà Nội","Quận Hoàng Mai","Phường Yên Sở","Nhà ngõ, hẻm","Đã có sổ",4,"2 phòng","38 m²","1 m","3 m","102,63 triệu/m²"
"7116",2021-06-05,"Đường Kim Mã, Phường Giảng Võ, Quận Ba Đình, Hà Nội","Quận Ba Đình","Phường Giảng Võ","Nhà ngõ, hẻm","Đã có sổ",5,"3 phòng","20 m²","6 m","4 m","133,5 triệu/m²"
"7117",2021-06-05,"77, Đường Thụy Khuê, Phường Thụy Khuê, Quận Tây Hồ, Hà Nội","Quận Tây Hồ","Phường Thụy Khuê","Nhà ngõ, hẻm","Đã có sổ",5,"3 phòng","30 m²","9 m","3.8 m","106,67 triệu/m²"
"7118",2021-06-05,"Đường 70, Phường Phú Diễn, Quận Bắc Từ Liêm, Hà Nội","Quận Bắc Từ Liêm","Phường Phú Diễn","Nhà ngõ, hẻm","Đã có sổ",4,"3 phòng","34 m²","10 m","3 m","76,47 triệu/m²"
"7119",2021-06-05,"Đường Nguyễn Trãi, Phường Thượng Đình, Quận Thanh Xuân, Hà Nội","Quận Thanh Xuân","Phường Thượng Đình","Nhà ngõ, hẻm","Đã có sổ",4,"4 phòng","50 m²","10 m","5 m","80 triệu/m²"
"7120",2021-06-05,"Đường Vĩnh Hưng, Phường Vĩnh Hưng, Quận Hoàng Mai, Hà Nội","Quận Hoàng Mai","Phường Vĩnh Hưng","Nhà ngõ, hẻm","Giấy tờ khác",2,"1 phòng","15 m²","5 m","3 m","38 triệu/m²"
"7121",2021-06-05,"Đường Lý Sơn, Phường Thượng Thanh, Quận Long Biên, Hà Nội","Quận Long Biên","Phường Thượng Thanh","Nhà mặt phố, mặt tiền","Đã có sổ",3,"2 phòng","46 m²","9 m","5 m","152,17 triệu/m²"
"7122",2021-06-05,"Đường Nghĩa Lộ, Phường Yên Nghĩa, Quận Hà Đông, Hà Nội","Quận Hà Đông","Phường Yên Nghĩa","Nhà ngõ, hẻm","Đã có sổ",3,"3 phòng","35 m²","10 m","3 m","42,29 triệu/m²"
"7123",2021-06-05,"1234, Đường Ngọc Thụy, Phường Ngọc Thụy, Quận Long Biên, Hà Nội","Quận Long Biên","Phường Ngọc Thụy","Nhà ngõ, hẻm","Đã có sổ",4,"3 phòng","45 m²","16 m","4 m","55,56 triệu/m²"
"7124",2021-06-05,"Đường Kim Mã, Phường Kim Mã, Quận Ba Đình, Hà Nội","Quận Ba Đình","Phường Kim Mã","Nhà ngõ, hẻm","Đã có sổ",5,"3 phòng","27 m²","8 m","4 m","98,15 triệu/m²"
"7125",2021-06-05,"2, Đường Cát Linh, Phường Cát Linh, Quận Đống Đa, Hà Nội","Quận Đống Đa","Phường Cát Linh","Nhà ngõ, hẻm","Đã có sổ",6,"4 phòng","36 m²","9 m","4 m","97,22 triệu/m²"
"7126",2021-06-05,"1150 đường láng, Đường Láng, Phường Láng Thượng, Quận Đống Đa, Hà Nội","Quận Đống Đa","Phường Láng Thượng","Nhà ngõ, hẻm","Đã có sổ",5,"3 phòng","39 m²","10 m","10 m","101,28 triệu/m²"
"7127",2021-06-05,"Đường Ngọc Hà, Phường Đội Cấn, Quận Ba Đình, Hà Nội","Quận Ba Đình","Phường Đội Cấn","Nhà ngõ, hẻm","Đã có sổ",3,"2 phòng","27 m²","5 m","5 m","107,41 triệu/m²"
"7128",2021-06-05,"260, Đường Lê Trọng Tấn, Phường Khương Mai, Quận Thanh Xuân, Hà Nội","Quận Thanh Xuân","Phường Khương Mai","Nhà ngõ, hẻm","Đã có sổ",5,"3 phòng","58 m²","11 m","5 m","81,03 triệu/m²"
"7129",2021-06-05,"186, Đường Ngọc Thụy, Phường Ngọc Thụy, Quận Long Biên, Hà Nội","Quận Long Biên","Phường Ngọc Thụy","Nhà ngõ, hẻm","Đã có sổ",4,"6 phòng","36 m²","9 m","4 m","76,39 triệu/m²"
"7130",2021-06-05,"Đường Đại La, Phường Minh Khai, Quận Hai Bà Trưng, Hà Nội","Quận Hai Bà Trưng","Phường Minh Khai","Nhà ngõ, hẻm","Đã có sổ",4,"4 phòng","36 m²","10 m","3.6 m","74,44 triệu/m²"
"7131",2021-06-05,"Đường Võ Văn Dũng, Phường Ô Chợ Dừa, Quận Đống Đa, Hà Nội","Quận Đống Đa","Phường Ô Chợ Dừa","Nhà mặt phố, mặt tiền","Đã có sổ",6,"4 phòng","33 m²","9 m","3.5 m","430,3 triệu/m²"
"7132",2021-06-05,"Đường La Thành, Phường Láng Thượng, Quận Đống Đa, Hà Nội","Quận Đống Đa","Phường Láng Thượng","Nhà mặt phố, mặt tiền","Đã có sổ",4,"2 phòng","24 m²","5 m","5 m","233,33 triệu/m²"
"7133",2021-06-05,"Đường Lĩnh Nam, Phường Lĩnh Nam, Quận Hoàng Mai, Hà Nội","Quận Hoàng Mai","Phường Lĩnh Nam","Nhà ngõ, hẻm","Đã có sổ",5,"3 phòng","30 m²","7 m","4 m","108,33 triệu/m²"
"7134",2021-06-05,"Đường Hoàng Mai, Phường Hoàng Văn Thụ, Quận Hoàng Mai, Hà Nội","Quận Hoàng Mai","Phường Hoàng Văn Thụ","Nhà mặt phố, mặt tiền","Đã có sổ",5,"3 phòng","32 m²","4 m","8.5 m","109,38 triệu/m²"
"7135",2021-06-05,"Đường Hoàng Văn Thái, Phường Khương Trung, Quận Thanh Xuân, Hà Nội","Quận Thanh Xuân","Phường Khương Trung","Nhà ngõ, hẻm","Đã có sổ",5,"6 phòng","50 m²","10 m","5 m","124 triệu/m²"
"7136",2021-06-05,"Đường Nguyễn Trãi, Phường Thượng Đình, Quận Thanh Xuân, Hà Nội","Quận Thanh Xuân","Phường Thượng Đình","Nhà mặt phố, mặt tiền","Đã có sổ",4,"4 phòng","41 m²","14 m","3 m","273,17 triệu/m²"
"7137",2021-06-05,"Đường Đa Sĩ, Phường Kiến Hưng, Quận Hà Đông, Hà Nội","Quận Hà Đông","Phường Kiến Hưng","Nhà mặt phố, mặt tiền","Đã có sổ",5,"3 phòng","33 m²","10 m","3 m","75,76 triệu/m²"
"7138",2021-06-05,"Đường Mai Anh Tuấn, Phường Ô Chợ Dừa, Quận Đống Đa, Hà Nội","Quận Đống Đa","Phường Ô Chợ Dừa","Nhà mặt phố, mặt tiền","Đã có sổ",5,"5 phòng","50 m²","12 m","4 m","238 triệu/m²"
"7139",2021-06-05,"Đường Gia Quất, Phường Thượng Thanh, Quận Long Biên, Hà Nội","Quận Long Biên","Phường Thượng Thanh","Nhà ngõ, hẻm","Đã có sổ",4,"3 phòng","31 m²","7 m","4 m","64,52 triệu/m²"
"7140",2021-06-05,"Đường Nguyễn Văn Linh, Phường Gia Thụy, Quận Long Biên, Hà Nội","Quận Long Biên","Phường Gia Thụy","Nhà mặt phố, mặt tiền","Đã có sổ",3,"4 phòng","65 m²","16.3 m","4 m","125 triệu/m²"
"7141",2021-06-05,"Đường Kim Ngưu, Phường Thanh Lương, Quận Hai Bà Trưng, Hà Nội","Quận Hai Bà Trưng","Phường Thanh Lương","Nhà ngõ, hẻm","Đã có sổ",3,"2 phòng","28 m²","7 m","4 m","69,64 triệu/m²"
"7142",2021-06-05,"Đường Tây Sơn, Phường Ô Chợ Dừa, Quận Đống Đa, Hà Nội","Quận Đống Đa","Phường Ô Chợ Dừa","Nhà ngõ, hẻm","Đã có sổ",3,"3 phòng","50 m²","9 m","7 m","80 triệu/m²"
"7143",2021-06-05,"Đường Đa Sĩ, Phường Kiến Hưng, Quận Hà Đông, Hà Nội","Quận Hà Đông","Phường Kiến Hưng","Nhà ngõ, hẻm","Đã có sổ",5,"3 phòng","36 m²","10 m","3 m","63,89 triệu/m²"
"7144",2021-06-05,"Đường Trung Liệt, Phường Trung Liệt, Quận Đống Đa, Hà Nội","Quận Đống Đa","Phường Trung Liệt","Nhà ngõ, hẻm","Đã có sổ",4,"4 phòng","40 m²","7 m","6 m","130 triệu/m²"
"7145",2021-06-05,"Đường Mậu Lương, Phường Kiến Hưng, Quận Hà Đông, Hà Nội","Quận Hà Đông","Phường Kiến Hưng","Nhà ngõ, hẻm","Đã có sổ",5,"3 phòng","30 m²","9 m","3 m","70 triệu/m²"
"7146",2021-06-05,"Đường Ngô Thì Nhậm, Phường Quang Trung, Quận Hà Đông, Hà Nội","Quận Hà Đông","Phường Quang Trung","Nhà phố liền kề","Đã có sổ",5,"5 phòng","45 m²","11 m","4 m","95,56 triệu/m²"
"7147",2021-06-05,"Đường Mậu Lương, Phường Kiến Hưng, Quận Hà Đông, Hà Nội","Quận Hà Đông","Phường Kiến Hưng","Nhà ngõ, hẻm","Đã có sổ",4,"4 phòng","40 m²","10 m","4 m","57,5 triệu/m²"
"7148",2021-06-05,"Đường Văn La, Phường La Khê, Quận Hà Đông, Hà Nội","Quận Hà Đông","Phường La Khê","Nhà ngõ, hẻm","Đã có sổ",5,"4 phòng","60 m²","10 m","6 m","105,83 triệu/m²"
"7149",2021-06-05,"Đường Trương Định, Phường Hoàng Văn Thụ, Quận Hoàng Mai, Hà Nội","Quận Hoàng Mai","Phường Hoàng Văn Thụ","Nhà ngõ, hẻm","Đã có sổ",5,"4 phòng","40 m²","10 m","4 m","95 triệu/m²"
"7150",2021-06-05,"Đường Nghĩa Lộ, Phường Yên Nghĩa, Quận Hà Đông, Hà Nội","Quận Hà Đông","Phường Yên Nghĩa","Nhà mặt phố, mặt tiền","Đã có sổ",4,"3 phòng","35 m²","10 m","3.5 m","60 triệu/m²"
"7151",2021-06-05,"Đường Nam Dư, Phường Lĩnh Nam, Quận Hoàng Mai, Hà Nội","Quận Hoàng Mai","Phường Lĩnh Nam","Nhà ngõ, hẻm","Đã có sổ",2,"2 phòng","26 m²","9 m","3 m","57,31 triệu/m²"
"7152",2021-06-05,"Đường Lê Lợi, Phường Vạn Phúc, Quận Hà Đông, Hà Nội","Quận Hà Đông","Phường Vạn Phúc","Nhà mặt phố, mặt tiền","Đã có sổ",6,"5 phòng","42 m²","13 m","4 m","195,24 triệu/m²"
"7153",2021-06-05,"Đường Thái Thịnh, Phường Thịnh Quang, Quận Đống Đa, Hà Nội","Quận Đống Đa","Phường Thịnh Quang","Nhà ngõ, hẻm","Đã có sổ",4,"4 phòng","60 m²","9 m","7 m","102,5 triệu/m²"
"7154",2021-06-05,"Đường Nguyễn Chí Thanh, Phường Láng Hạ, Quận Đống Đa, Hà Nội","Quận Đống Đa","Phường Láng Hạ","Nhà ngõ, hẻm","Đã có sổ",4,"3 phòng","50 m²","12 m","4 m","114 triệu/m²"
